id,longitude,latitude
233,-43.23368327261229,-22.966228020604472
234,-43.3343011179801,-22.969427504305457
235,-43.45034329248006,-22.705893126614818
236,-43.268923994651765,-22.875662735827717
237,-43.04136593451342,-22.809639367678905
238,-43.287461749265965,-22.889334774884468
239,-43.009690993701696,-22.8345885216161
240,-43.44498741257631,-22.866126380762793
241,-42.96575472363624,-22.80957878335278
242,-43.438901042620444,-23.010264735389203
243,-43.40251466708183,-22.77748728973017
244,-43.219942696522516,-22.923827888051633
245,-43.18377716996572,-22.95116045067679
246,-42.98263583234623,-22.82698307952075
247,-43.21702361521071,-22.98632012046839
248,-43.428777804916066,-22.875461580047254
249,-43.31831404243691,-22.71123287903975
250,-43.38903496275083,-22.829671075550056
251,-43.277276024185326,-22.901134119698547
252,-43.11405818241532,-22.905221100138235
253,-43.17472779162326,-22.932695217906115
254,-43.3297532783231,-23.004444961110874
255,-43.05804198225299,-22.95714700200151
256,-43.2319134439455,-22.923672311769934
257,-43.18707819693071,-22.95030067033775
258,-43.71190975595689,-22.885637852879558
259,-43.61582601601673,-22.880763747849215
260,-43.496084395338045,-22.98480488240719
261,-43.21906697859467,-22.642057335187758
262,-43.19056500440537,-22.971107284086912
263,-43.3553738574877,-22.938391547047853
264,-43.315937989647125,-22.59524355438259
265,-43.30817233712215,-22.90426617262854
266,-43.2119155630621,-22.91700641546161
267,-43.11728095677481,-22.903079731694763
268,-43.18036273495177,-22.900081455153344
269,-43.305332613923,-22.850949170310564
270,-43.65349606056242,-22.911800769382435
271,-43.18865410607751,-22.946700752600634
272,-43.3122006954825,-22.82206325051337
273,-43.68622721372608,-22.93693413016677
274,-43.64603272073678,-22.918711514802677
275,-42.87809817204705,-22.752319707017644
276,-43.335020544059304,-22.971217187627815
277,-42.98846025262042,-22.823699832733226
278,-43.38422670250725,-22.720389496304378
279,-43.26337119588461,-22.89500558192742
280,-43.33492251977083,-22.70983116931294
281,-43.39785574456924,-22.998122621621583
282,-43.34093865838434,-22.86608509233427
283,-43.548966825831755,-22.713957304494745
284,-43.252796731845024,-22.85819337872268
285,-43.328921124109385,-23.00846017169
286,-43.5800422859,-22.929977355165576
287,-43.18344697561621,-22.952759837267713
288,-43.316034139749895,-23.007708261208123
289,-43.20946966321068,-22.795413682196955
290,-43.17424408136584,-22.939392117875993
291,-43.20412844428172,-22.983345876415484
292,-43.32490359190586,-23.00672960872883
293,-43.68308336848471,-22.946513520695632
294,-43.21690058801277,-22.922029679342373
295,-43.10881599051589,-22.902745314496073
296,-43.446772686731684,-22.76397546010449
297,-43.18012307630237,-22.96641108399581
298,-43.31890598375552,-22.98854120808386
299,-43.307142366969885,-23.012277078291014
300,-43.38292250049911,-22.970944755571693
301,-43.23274019595416,-22.924611127470403
302,-43.201355887510765,-22.961198626652862
303,-43.18082601751751,-22.935210552635258
304,-43.22377736637658,-22.983202995739415
305,-43.40480156193524,-22.883399850614826
306,-43.31467187254292,-22.769436405346333
307,-43.07052530564456,-22.83856051217642
308,-43.60284495735844,-22.905506729584534
309,-43.22930387792777,-22.653859200940115
310,-43.57432514602174,-22.883015642486644
311,-43.17611572541803,-22.94049978188515
312,-43.316677318816296,-22.826817642206706
313,-43.36542674264583,-22.82637569281949
314,-43.202590316998396,-22.98384703953234
315,-43.342793709525274,-22.823988733645415
316,-43.23065045771359,-22.919900152964708
317,-43.678185196629244,-22.93535908798266
318,-43.212383390016065,-22.631694729247926
319,-43.40059994060623,-22.75929739735725
320,-43.16004416934579,-22.94508373439541
321,-43.27041087555804,-22.884948156015334
322,-43.25588098010913,-22.68708941090553
323,-43.27747238630542,-22.875333978087053
324,-43.256703811293235,-22.893144492117834
325,-43.17406995137019,-22.940825685425054
326,-43.20626180230035,-22.961442513861684
327,-43.32560093160581,-23.012394593705242
328,-43.263351705066164,-22.91928969463377
329,-43.19199779548377,-22.97670422247201
330,-43.18029393642523,-22.93044458567015
331,-43.410032077259665,-22.839921851009542
332,-43.34668133612368,-22.72976143449625
333,-43.332300328233615,-22.873205133047946
334,-43.366737738490976,-23.01029669927195
335,-43.18801915864388,-22.947708593182853
336,-43.565906024238984,-23.072482712841985
337,-43.255645368192205,-22.92697521762211
338,-43.36203354838667,-22.93607292659631
339,-43.31212108388797,-22.843142787014685
340,-43.28936462349908,-22.905169162768626
341,-43.521244524115836,-22.73276167825638
342,-43.380514150710425,-22.9202289538811
343,-43.541909717992596,-22.90592411168257
344,-43.298923795916096,-22.871639434791856
345,-43.37911013088488,-22.801449749291194
346,-43.43993288351093,-22.86730212862515
347,-43.174752630597766,-22.941908816649843
348,-43.189455182259785,-22.948434278464653
349,-43.486530031787275,-22.872269656329976
350,-43.20034512688098,-22.98212069856717
351,-43.2894080255818,-22.90830566895084
352,-43.16978261384768,-22.961170025229617
353,-43.16721048446092,-22.949818896396845
354,-43.25553860388199,-22.917576243657177
355,-43.25250593335957,-22.99455036912397
356,-43.089982630581865,-22.90063384657795
357,-43.48036339316164,-23.02311145905154
358,-43.22854640864112,-22.97431551950147
359,-43.19590803424157,-22.986505923325506
360,-43.56572518236241,-22.90456570186021
361,-43.308407573086896,-22.579197130080697
362,-43.251383645107126,-22.67000238612511
363,-43.17750722759308,-22.950337891717336
364,-43.23365537202095,-22.913084724831858
365,-43.30040648440915,-22.90616222095151
366,-43.310729758618365,-22.851227464671204
367,-43.177286020717474,-22.92521001204498
368,-43.09965199949234,-22.899387189339507
369,-43.56903014641399,-22.70251674490428
370,-43.46561737090427,-22.758258518553596
371,-43.29986091857618,-22.875843712664118
372,-43.31816998193803,-22.789443321233424
373,-43.27227716369867,-22.900387006524358
374,-43.29451016859771,-22.787579832087427
375,-43.17457798560624,-22.963892008147223
376,-43.43985828036573,-22.872887763065794
377,-43.68750809404466,-22.928718564666138
378,-43.002549138192386,-22.813768225485735
379,-43.40486743677379,-22.814682386243266
380,-43.22278994766379,-22.982805520628535
381,-43.46116910156462,-22.88249699046307
382,-43.4872110639393,-23.020807481082564
383,-43.21831385526696,-22.925310064633006
384,-43.634202436190925,-22.92290687964131
385,-43.45373223902972,-22.88617452649703
386,-43.35567355761114,-22.89650738685442
387,-43.24702914873721,-22.93126229047163
388,-43.46910385511941,-22.879859700282733
389,-43.024656412776245,-22.803230154440726
390,-43.2045699387923,-22.929681094360753
391,-43.302303467945,-22.864776760509827
392,-43.110074615817645,-22.893420716653132
393,-43.191852001118484,-22.984216360380298
394,-43.04743785335556,-22.95254159042631
395,-43.30238043246953,-22.79128046183232
396,-43.19155496001392,-22.96600544729874
397,-43.33919034277046,-22.822654804376178
398,-43.36084624296284,-22.92695639416726
399,-43.00163395278062,-22.821036509907824
400,-43.256752936933296,-22.905478963524462
401,-43.24763494589118,-22.91736180189942
402,-43.3668718602876,-23.010220108235867
403,-43.27065173909232,-22.83829233362728
404,-43.24575276211355,-22.931519170279614
405,-43.41319671582924,-22.986194849179174
406,-43.44440285551813,-22.75508647291745
407,-43.451318017040514,-23.016707095908462
408,-43.298672060666284,-22.7679049757616
409,-43.19783675358853,-22.983662401719762
410,-43.40709027049084,-22.828378495684124
411,-43.17771701347405,-22.93949263252267
412,-43.264311704032856,-22.896792432011075
413,-43.271885211350295,-22.891039132352414
414,-43.408294147691585,-22.91444815124317
415,-43.17600665437332,-22.952244842328867
416,-43.173926067616264,-22.92286846962116
417,-43.22042326115795,-22.98319540969265
418,-43.19101247115627,-22.942309155956504
419,-43.097811564757016,-22.87009962375711
420,-43.25820473701188,-22.99968585258008
421,-43.19176855518736,-22.943293304978575
422,-43.46742293003451,-22.881234408913972
423,-43.33550672376932,-22.883397561158983
424,-43.030313396221025,-22.87370983138914
425,-43.19447702398023,-22.976185749799217
426,-43.30364501602457,-22.777476423180474
427,-43.47292177534545,-22.876432889151296
428,-43.32410009535393,-22.895405722137305
429,-43.181933762649855,-22.9666144747225
430,-43.17666423229525,-22.934866982924646
431,-43.37656791441448,-23.00443644054978
432,-43.183675932285674,-22.930296323593893
433,-43.369032028152596,-23.009749779891848
434,-43.19813335609624,-22.941950950866662
435,-42.93141579253454,-22.784326452102803
436,-43.1918494638502,-22.977103994618872
437,-43.21997699779914,-22.923912205896404
438,-43.052047342096714,-22.846449195291637
439,-43.180340622445975,-22.92027455769499
440,-43.34037991310305,-22.84684585833776
441,-43.40494266869698,-22.86861267221171
442,-43.33060507515242,-22.837544693064313
443,-43.00085741108908,-22.88144910938089
444,-43.10686851463456,-22.907514600800894
445,-43.45162912420429,-22.871182333075012
446,-43.205873028436045,-22.983181535336257
447,-43.32758934392252,-23.00350023731147
448,-43.392144989971754,-22.7768227506808
449,-43.06346160632769,-22.93796544588657
450,-43.232209984983406,-22.91580478183212
451,-43.38374545553255,-22.98898331379431
452,-43.23403425202693,-22.927196118695587
453,-43.220977032197254,-22.910028622139585
454,-43.11210612244396,-22.90141572883198
455,-43.309504749618874,-23.012240845796086
456,-43.12471407420159,-22.90198459701145
457,-43.411293122802235,-22.884348401504223
458,-43.20122045303213,-22.983557707146176
459,-43.22375982839472,-22.924961888707127
460,-43.202358152833135,-22.903028060161088
461,-43.040615106523646,-22.94590287786193
462,-43.40387856816506,-22.80188514060033
463,-43.070301058744306,-22.845023407174146
464,-43.34203527884306,-22.8965433086911
465,-43.36431674490869,-22.879438643440544
466,-43.18500586978355,-22.967013601912463
467,-42.98147870247838,-22.915803997804705
468,-43.43930818152763,-22.778200967484583
469,-43.24236215163091,-22.92403362650733
470,-43.17211167549539,-22.961057739479614
471,-43.42570497827879,-22.88498502061965
472,-42.979990261788714,-22.82478526006218
473,-43.29242353911043,-22.885646519479554
474,-43.43821937962581,-22.75707519712465
475,-43.20369887618243,-22.967493223137012
476,-43.313773978212616,-22.841299044891038
477,-43.453276933908455,-22.759559020874025
478,-43.17545675929224,-22.934305602666363
479,-43.56271292020714,-22.717860501590437
480,-43.244181497836834,-22.904315238930526
481,-43.36929182156656,-22.929649966234653
482,-43.29939557910452,-22.763327082730523
483,-43.533740098383056,-22.767675222248428
484,-43.47054405497727,-23.018020530046133
485,-43.224843290384875,-22.983667128639148
486,-43.36337097953359,-22.848711895493334
487,-43.09117738813646,-22.83327288489131
488,-43.36351901618649,-22.792091987050625
489,-43.20410367743641,-22.941995093701635
490,-43.3021522643913,-23.013162081453494
491,-43.178199368707176,-22.91935262110574
492,-43.44879641331279,-22.863243977316145
493,-43.22425214451462,-22.983779356452985
494,-43.256847949799536,-22.9961209540214
495,-43.403352053412654,-22.816992844969644
496,-43.00589447465803,-22.84015527158119
497,-43.309707514382005,-22.844313279236445
498,-43.43879307278085,-22.71168407090892
499,-43.35814803225386,-22.92661668675892
500,-43.369723646928236,-22.884612091002673
501,-43.25585293090909,-22.92784051166506
502,-43.30372615572214,-22.778691122879394
503,-43.43283917969181,-23.01163385395456
504,-43.38697203868537,-22.71833204385134
505,-43.357634921517935,-22.862941567010772
506,-43.19345549997151,-22.914794854055543
507,-43.23632260470823,-22.99599320784249
508,-43.582458974576234,-22.873582416179524
509,-43.36585449669382,-22.87960134183179
510,-43.32604243205545,-22.969925856692605
511,-43.49645163458832,-22.761621663796067
512,-43.19759845190399,-22.983641011981593
513,-43.20278196045499,-22.98403054605801
514,-43.413998931480236,-22.81956599714331
515,-43.32267982467439,-23.007150021051796
516,-43.22399943557546,-22.981630420373616
517,-43.203915070656045,-22.91536529496353
518,-43.21959515233184,-22.916743387941537
519,-42.94760522911586,-22.781306712612693
520,-43.27484624070188,-22.999141316541692
521,-43.176243345073914,-22.937336617561904
522,-43.20694315519211,-22.98762473861651
523,-43.23718537865761,-22.978738326568397
524,-43.199888671044995,-22.979061686114235
525,-43.56064401679019,-22.893791784679195
526,-43.29017311470099,-22.90754929435403
527,-43.35152181334728,-22.852046507742084
528,-43.60437703932779,-22.848835420997275
529,-43.18147780118736,-22.96718638675832
530,-43.4497948220959,-22.869720664947756
531,-43.44634077176185,-22.873496878073578
532,-43.289982299230225,-22.838804524008417
533,-43.2671304516553,-22.890846501855897
534,-43.19604735887016,-22.985749213069276
535,-43.46155081399835,-23.00957116366825
536,-43.35365277908731,-22.733061574589666
537,-43.28659503118869,-22.892538801070828
538,-43.205214189075946,-22.973955211837456
539,-43.32055453784729,-22.770228256275225
540,-43.326969971286445,-23.006712586940512
541,-43.21965816214869,-22.984087231166487
542,-43.25812432725934,-22.927351795704613
543,-43.02788122722162,-22.930123960138562
544,-43.25797227758441,-22.926504512305552
545,-43.49834712804511,-22.88087317787766
546,-43.34648526304444,-22.82771878146453
547,-43.01802964719045,-22.803788040211252
548,-43.20379351660167,-22.974046186409062
549,-43.18235683474607,-22.94958344169683
550,-43.23295206444689,-22.924852077449682
551,-43.22825338657148,-22.985385694288546
552,-43.198193493386945,-22.94052020433728
553,-43.19075973871581,-22.933004778789325
554,-43.32097354506892,-22.825452440416072
555,-43.61191301645246,-22.96192570258592
556,-43.69319932032685,-22.955971207868004
557,-43.4157147121303,-22.73979953189696
558,-43.62989295228152,-22.922706665452687
559,-43.36348002006016,-22.850763349618692
560,-43.263167307149864,-22.68712451292351
561,-43.2260620638988,-22.98435341999615
562,-43.28802642301696,-22.88491157986583
563,-43.260523406893654,-22.917856897931557
564,-43.287258676557016,-22.850304029165347
565,-43.34962781046021,-22.89426248474796
566,-43.23324100491224,-22.92150108542259
567,-43.307456747083165,-22.886431741019166
568,-43.302137399003,-23.014934574150278
569,-43.1064214472535,-22.9052081373355
570,-43.682595923087135,-22.974843562016474
571,-43.36491733759237,-22.838595394206287
572,-43.196004052532395,-22.95939203112108
573,-43.33704813832027,-22.9404854528208
574,-43.561640824112764,-22.934540091089914
575,-42.85210005849001,-22.725362476073073
576,-43.439771842137475,-22.809257350915207
577,-43.02215096583982,-22.796910292490768
578,-43.39309384714284,-22.7886462549539
579,-43.192387432587616,-22.97276389565436
580,-43.709048404054485,-22.901759412798512
581,-43.34881260932909,-22.99860145570452
582,-43.19226446108305,-22.981950430451736
583,-43.44091139601405,-22.769728717951374
584,-43.342325632106686,-22.834384710791376
585,-43.33905967301157,-22.823834317565087
586,-43.18954044919842,-22.968920264863616
587,-43.32912939396743,-22.935983818535615
588,-43.057695991801666,-22.894263094869725
589,-43.23008967946967,-22.927179144986336
590,-43.344872514816565,-22.885735245376505
591,-43.30195644389947,-22.780703142131244
592,-43.36197385135834,-22.9304553120359
593,-43.263059951957324,-22.879848290175858
594,-43.18309522907941,-22.954296200719526
595,-43.34064333512849,-22.88428769932306
596,-43.07693265930419,-22.848655815153887
597,-43.10695667524988,-22.912859194851027
598,-43.10140432136434,-22.901570312917375
599,-43.461022079765186,-23.009682277118188
600,-43.369977522130306,-22.778658431120547
601,-43.59039956693817,-22.826987703309403
602,-43.026176063779246,-22.890935595958144
603,-43.17477479005884,-22.932443593427834
604,-43.01825828733954,-22.787539161769583
605,-43.2277310304244,-22.98516546150447
606,-43.19115679546379,-22.98524796447516
607,-43.181392744911534,-22.93562048155633
608,-43.48700448472208,-23.019815191934573
609,-43.4523806488663,-22.86907985802037
610,-43.183646982751526,-22.954785218967206
611,-43.45142861421678,-22.979703738922925
612,-43.484507475103136,-22.874390087503194
613,-43.22182202999885,-22.91228807233415
614,-43.489865929587474,-22.98802612128465
615,-43.27139528843294,-22.87039016599524
616,-43.175073209368236,-22.941077897258598
617,-43.457951685854326,-22.98908474620838
618,-43.22289167973377,-22.984742835463578
619,-43.4094681355757,-22.75992306071494
620,-43.28584531776568,-22.799379902087736
621,-43.46871844469103,-22.75201063453874
622,-43.40519126567144,-22.79404075666366
623,-43.10474663735995,-22.902448780018975
624,-43.442548327641525,-22.75080059297458
625,-43.4325828720276,-22.893849620412265
626,-43.35289141714436,-22.835791198239715
627,-43.304646213829336,-22.829307299388272
628,-43.32316268148463,-22.885652776597805
629,-43.243366698101,-22.921787399855294
630,-43.55939384502415,-22.9458997872118
631,-43.24316630327225,-22.861211912164784
632,-43.186838085440904,-22.95264576121901
633,-43.2209332102283,-22.983515716474987
634,-43.22682442251265,-22.97297526049208
635,-43.274952690647915,-22.870336558733015
636,-43.34914576797287,-22.928120771560135
637,-43.18911735567809,-22.9143183885246
638,-43.19252048944676,-22.93779620685571
639,-43.26549780253236,-22.90647853111205
640,-43.49358810744533,-22.743084687451212
641,-43.24084156535371,-22.915917558902166
642,-43.3056905956303,-22.841586159069845
643,-43.411524818138844,-22.885604072960508
644,-43.5571344334922,-22.90981261591807
645,-43.38199988805028,-22.787911687473738
646,-43.48885271046379,-23.026769689838076
647,-43.48034174767283,-22.731113087734254
648,-43.186767959748124,-22.80820497106749
649,-43.2421929608787,-22.922062917779375
650,-43.27145985597385,-22.710553319494316
651,-43.23582256948231,-22.924939546371824
652,-43.22760476514132,-22.8952457689359
653,-43.19074321926741,-22.98538370461473
654,-43.23209059560293,-22.983763730622353
655,-43.19328856114184,-22.982338098920035
656,-43.04870131883732,-22.806896131931488
657,-43.361249004351656,-23.00371911728311
658,-43.37563109618632,-22.85513191473573
659,-43.37106391830723,-22.8491713982119
660,-43.28450163405428,-22.849982927205794
661,-43.58460764957988,-22.909913951058943
662,-43.59642601379128,-22.90117225418305
663,-43.56181821870112,-22.70393402464067
664,-43.18941595148932,-22.914784333434895
665,-43.11539167893343,-22.90516499212712
666,-43.17545227551408,-22.961143302810875
667,-43.56201139302088,-22.90882126147803
668,-43.218499475827535,-22.922729184952395
669,-43.364470645173,-23.005279183624396
670,-43.207473466748816,-22.97421904071205
671,-43.24270081813648,-22.938827703818802
672,-43.365605538473204,-22.951380534000656
673,-43.17754773601833,-22.93906322426342
674,-43.34564264881629,-22.8739984646807
675,-43.22337180189997,-22.918466420549457
676,-43.17773128421043,-22.92889140349689
677,-43.44580464554748,-22.75631673323412
678,-43.308421598372114,-22.867561749821906
679,-43.32645955255865,-23.006361233120806
680,-43.36157344204734,-22.753995518217184
681,-42.969362312910256,-22.825469803547957
682,-43.17459224444374,-22.930196657074333
683,-43.22466592109024,-22.9721200179673
684,-43.1935218846137,-22.973701026459523
685,-43.244260070724984,-22.90430232343986
686,-43.20752440441392,-22.962900107207684
687,-43.0474106324709,-22.876802971912063
688,-43.35626944805041,-22.871151678052083
689,-43.185780183191945,-22.912443300011564
690,-43.17781712077577,-22.92636945038773
691,-43.18519909587574,-22.806285775642518
692,-43.20123993635296,-22.95387185028071
693,-43.337849956036756,-22.939287456090035
694,-43.25085679155225,-22.92158895341391
695,-43.20955803141145,-22.961130709037178
696,-43.429570541793076,-22.87117117777371
697,-43.243943053577006,-22.904053035996437
698,-43.549304427169616,-22.909222291782203
